,A123456789,1,王小明,,楊小民,男,,未婚,0918168168,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福1,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福2,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福3,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福4,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福5,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福6,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福7,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福8,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福9,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福10,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福11,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福12,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福13,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福14,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福15,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福16,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福17,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福18,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福19,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福20,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福21,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福22,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
,B123456789,2,陳大福23,,楊小民,男,1976/12/12,未婚,0910100100,02-27055814,台灣,台北市,大安區,四維路198巷36號2樓 ,torch@torch.com.tw,,2010/4/1,主日,基督徒,火把教會,2009/5/1,,,,,
